-22.00601058;-47.89870056;10.00
-22.00600496;-47.89870056;10.00
-22.00599933;-47.89870056;10.00
-22.00599371;-47.89870056;10.00
-22.00598808;-47.89870056;10.00
-22.00598246;-47.89870056;10.00
-22.00597684;-47.89870056;10.00
-22.00597121;-47.89870056;10.00
-22.00596559;-47.89870056;10.00
-22.00595997;-47.89870056;10.00
-22.00595434;-47.89870056;10.00
-22.00594872;-47.89870056;10.00
-22.00594309;-47.89870056;10.00
-22.00593747;-47.89870056;10.00
-22.00593185;-47.89870056;10.00
-22.00592622;-47.89870056;10.00
-22.00592060;-47.89870056;10.00
-22.00591497;-47.89870056;10.00
-22.00590935;-47.89870056;10.00
-22.00590373;-47.89870056;10.00
-22.00589810;-47.89870056;10.00
-22.00589248;-47.89870056;10.00
-22.00588685;-47.89870056;10.00
-22.00588123;-47.89870056;10.00
-22.00587561;-47.89870056;10.00
-22.00586998;-47.89870056;10.00
-22.00586436;-47.89870056;10.00
-22.00585873;-47.89870056;10.00
-22.00585311;-47.89870056;10.00
-22.00584749;-47.89870056;10.00
-22.00584186;-47.89870056;10.00
-22.00583624;-47.89870056;10.00
-22.00583062;-47.89870056;10.00
-22.00583062;-47.89869451;10.00
-22.00583062;-47.89868845;10.00
-22.00583062;-47.89868240;10.00
-22.00583062;-47.89867634;10.00
-22.00583062;-47.89867029;10.00
-22.00583062;-47.89866423;10.00
-22.00583062;-47.89865817;10.00
-22.00583062;-47.89865212;10.00
-22.00583062;-47.89864606;10.00
-22.00583062;-47.89864001;10.00
-22.00583062;-47.89863395;10.00
-22.00583062;-47.89862790;10.00
-22.00583062;-47.89862184;10.00
-22.00583062;-47.89861579;10.00
-22.00583062;-47.89860973;10.00
-22.00583062;-47.89860367;10.00
-22.00583062;-47.89859762;10.00
-22.00583062;-47.89859156;10.00
-22.00583062;-47.89858551;10.00
-22.00583062;-47.89857945;10.00
-22.00583062;-47.89857340;10.00
-22.00583062;-47.89856734;10.00
-22.00583062;-47.89856128;10.00
-22.00583062;-47.89855523;10.00
-22.00583062;-47.89854917;10.00
-22.00583062;-47.89854312;10.00
-22.00583062;-47.89853706;10.00
-22.00583062;-47.89853101;10.00
-22.00583062;-47.89852495;10.00
-22.00583062;-47.89851889;10.00
-22.00583062;-47.89851284;10.00
-22.00583062;-47.89850678;10.00
-22.00583624;-47.89850678;10.00
-22.00584186;-47.89850678;10.00
-22.00584749;-47.89850678;10.00
-22.00585311;-47.89850678;10.00
-22.00585873;-47.89850678;10.00
-22.00586436;-47.89850678;10.00
-22.00586998;-47.89850678;10.00
-22.00587561;-47.89850678;10.00
-22.00588123;-47.89850678;10.00
-22.00588685;-47.89850678;10.00
-22.00589248;-47.89850678;10.00
-22.00589810;-47.89850678;10.00
-22.00590373;-47.89850678;10.00
-22.00590935;-47.89850678;10.00
-22.00591497;-47.89850678;10.00
-22.00592060;-47.89850678;10.00
-22.00592622;-47.89850678;10.00
-22.00593185;-47.89850678;10.00
-22.00593747;-47.89850678;10.00
-22.00594309;-47.89850678;10.00
-22.00594872;-47.89850678;10.00
-22.00595434;-47.89850678;10.00
-22.00595997;-47.89850678;10.00
-22.00596559;-47.89850678;10.00
-22.00597121;-47.89850678;10.00
-22.00597684;-47.89850678;10.00
-22.00598246;-47.89850678;10.00
-22.00598808;-47.89850678;10.00
-22.00599371;-47.89850678;10.00
-22.00599933;-47.89850678;10.00
-22.00600496;-47.89850678;10.00
-22.00601058;-47.89850678;10.00
-22.00601058;-47.89851284;10.00
-22.00601058;-47.89851889;10.00
-22.00601058;-47.89852495;10.00
-22.00601058;-47.89853101;10.00
-22.00601058;-47.89853706;10.00
-22.00601058;-47.89854312;10.00
-22.00601058;-47.89854917;10.00
-22.00601058;-47.89855523;10.00
-22.00601058;-47.89856128;10.00
-22.00601058;-47.89856734;10.00
-22.00601058;-47.89857340;10.00
-22.00601058;-47.89857945;10.00
-22.00601058;-47.89858551;10.00
-22.00601058;-47.89859156;10.00
-22.00601058;-47.89859762;10.00
-22.00601058;-47.89860367;10.00
-22.00601058;-47.89860973;10.00
-22.00601058;-47.89861579;10.00
-22.00601058;-47.89862184;10.00
-22.00601058;-47.89862790;10.00
-22.00601058;-47.89863395;10.00
-22.00601058;-47.89864001;10.00
-22.00601058;-47.89864606;10.00
-22.00601058;-47.89865212;10.00
-22.00601058;-47.89865817;10.00
-22.00601058;-47.89866423;10.00
-22.00601058;-47.89867029;10.00
-22.00601058;-47.89867634;10.00
-22.00601058;-47.89868240;10.00
-22.00601058;-47.89868845;10.00
-22.00601058;-47.89869451;10.00
-22.00601058;-47.89870056;10.00
